age,job,salary,marital,education,targeted,balance,housing,contact,default
32,blue-collar,20000,married,primary,yes,634,no,cellular,no
34,management,100000,married,tertiary,yes,276,no,cellular,no
28,admin.,50000,married,secondary,yes,172,yes,cellular,no
44,self-employed,60000,married,secondary,yes,-264,yes,cellular,no
46,admin.,50000,divorced,secondary,yes,660,yes,cellular,no
40,blue-collar,20000,divorced,secondary,yes,94,yes,cellular,no
38,admin.,50000,married,secondary,yes,-241,no,cellular,no
35,retired,55000,married,primary,yes,285,yes,cellular,no
58,retired,55000,divorced,tertiary,no,499,yes,cellular,no
38,admin.,50000,married,secondary,yes,-33,no,cellular,no
30,services,70000,single,secondary,yes,193,yes,cellular,no
26,management,100000,married,tertiary,yes,3360,yes,cellular,no
44,blue-collar,20000,single,primary,yes,287,no,cellular,no
53,entrepreneur,120000,married,tertiary,yes,71,no,cellular,no
34,management,100000,single,tertiary,no,647,yes,cellular,no
28,services,70000,single,secondary,yes,60,no,cellular,no
34,admin.,50000,single,secondary,yes,718,yes,cellular,no
29,blue-collar,20000,married,primary,yes,163,yes,cellular,no
38,admin.,50000,divorced,secondary,yes,478,no,cellular,no
28,student,4000,single,secondary,yes,28,no,cellular,no
46,admin.,50000,married,secondary,yes,466,yes,cellular,no
45,blue-collar,20000,married,primary,yes,487,yes,cellular,no
29,admin.,50000,single,secondary,yes,2768,yes,cellular,no
49,housemaid,16000,married,tertiary,yes,50,yes,cellular,no
41,services,70000,married,secondary,yes,1141,yes,cellular,no
48,self-employed,60000,married,tertiary,yes,0,no,cellular,no
35,technician,60000,married,secondary,yes,128,no,cellular,no
34,entrepreneur,120000,single,tertiary,no,-185,no,cellular,no
32,blue-collar,20000,single,secondary,yes,160,yes,telephone,no
35,self-employed,60000,married,tertiary,yes,1820,yes,cellular,no
30,technician,60000,single,secondary,yes,146,yes,cellular,no
31,services,70000,single,tertiary,no,1025,no,cellular,no
45,blue-collar,20000,married,primary,yes,789,no,cellular,no
31,blue-collar,20000,married,secondary,yes,360,yes,cellular,no
42,services,70000,married,secondary,yes,1152,yes,cellular,no
38,management,100000,divorced,tertiary,no,1927,yes,cellular,no
31,management,100000,married,tertiary,yes,83,no,cellular,no
40,management,100000,married,tertiary,yes,351,yes,cellular,no
32,admin.,50000,single,secondary,yes,-32,no,cellular,no
35,blue-collar,20000,married,secondary,yes,645,yes,cellular,no
34,admin.,50000,single,secondary,yes,391,yes,cellular,no
37,technician,60000,married,tertiary,yes,183,yes,cellular,no
56,management,100000,single,tertiary,no,545,yes,cellular,no
47,management,100000,married,secondary,yes,1144,no,cellular,no
38,services,70000,single,tertiary,no,1418,no,cellular,no
50,technician,60000,divorced,secondary,yes,380,yes,cellular,no
43,self-employed,60000,married,secondary,yes,2940,no,cellular,no
38,technician,60000,single,tertiary,no,1077,yes,cellular,no
48,self-employed,60000,married,tertiary,yes,929,no,cellular,no
31,blue-collar,20000,married,primary,yes,242,no,cellular,no
35,technician,60000,single,secondary,yes,175,yes,cellular,no
28,self-employed,60000,single,tertiary,no,0,yes,cellular,no
49,blue-collar,20000,divorced,primary,yes,235,no,cellular,no
33,blue-collar,20000,married,secondary,yes,854,yes,cellular,no
36,admin.,50000,single,secondary,yes,268,no,cellular,no
26,technician,60000,married,secondary,yes,523,no,cellular,no
27,blue-collar,20000,single,primary,yes,1209,no,cellular,no
53,technician,60000,married,secondary,yes,-46,no,cellular,no
39,blue-collar,20000,married,secondary,yes,648,yes,cellular,no
33,services,70000,married,secondary,yes,108,yes,cellular,no
28,student,4000,single,tertiary,no,682,yes,cellular,no
28,admin.,50000,single,secondary,yes,1391,yes,cellular,no
27,unemployed,8000,married,secondary,yes,1167,no,cellular,no
59,management,100000,married,tertiary,yes,2365,no,cellular,no
44,management,100000,married,tertiary,yes,149,yes,cellular,no
56,blue-collar,20000,married,primary,yes,420,yes,cellular,no
32,services,70000,single,secondary,yes,0,no,cellular,no
35,admin.,50000,married,tertiary,yes,-272,no,cellular,no
56,entrepreneur,120000,married,primary,yes,84,no,cellular,no
33,management,100000,single,tertiary,no,973,no,cellular,no
30,blue-collar,20000,married,secondary,yes,554,yes,cellular,no
49,services,70000,single,secondary,yes,178,yes,cellular,no
36,management,100000,single,tertiary,no,188,no,cellular,no
39,services,70000,single,secondary,yes,1281,yes,cellular,no
59,unknown,0,married,tertiary,yes,499,no,cellular,no
50,self-employed,60000,married,secondary,yes,2061,yes,cellular,no
28,blue-collar,20000,married,secondary,yes,255,yes,cellular,no
55,blue-collar,20000,married,primary,yes,119,no,cellular,no
30,admin.,50000,single,tertiary,no,726,no,cellular,no
34,technician,60000,single,secondary,yes,341,no,cellular,no
41,admin.,50000,single,secondary,yes,386,no,cellular,no
41,blue-collar,20000,married,secondary,yes,16,no,cellular,no
34,blue-collar,20000,single,secondary,yes,381,yes,cellular,no
33,services,70000,married,secondary,yes,0,yes,cellular,no
34,unemployed,8000,single,primary,yes,451,no,cellular,no
31,management,100000,married,secondary,yes,678,yes,cellular,no
26,unemployed,8000,single,primary,yes,1213,no,cellular,no
36,entrepreneur,120000,single,tertiary,no,658,yes,cellular,no
37,admin.,50000,divorced,tertiary,no,195,yes,cellular,no
35,technician,60000,divorced,tertiary,no,1242,yes,cellular,no
28,entrepreneur,120000,married,unknown,no,1034,no,cellular,no
37,management,100000,married,tertiary,yes,-22,no,cellular,yes
26,management,100000,divorced,tertiary,no,-402,no,cellular,yes
31,management,100000,married,tertiary,yes,3914,no,cellular,no
37,admin.,50000,single,secondary,yes,328,no,cellular,no
52,management,100000,married,secondary,yes,596,yes,cellular,no
41,management,100000,single,tertiary,no,537,yes,cellular,no
50,retired,55000,married,secondary,yes,1227,no,cellular,no
32,unemployed,8000,married,secondary,yes,869,yes,cellular,no
30,admin.,50000,single,secondary,yes,60,no,cellular,no
32,management,100000,single,secondary,yes,138,yes,cellular,no
39,services,70000,married,secondary,yes,1099,no,cellular,no
40,technician,60000,single,secondary,yes,45,no,cellular,yes
27,student,4000,single,secondary,yes,10536,no,cellular,no
46,management,100000,married,primary,yes,589,no,cellular,no
27,services,70000,married,unknown,no,-209,yes,cellular,no
54,technician,60000,married,secondary,yes,433,no,cellular,no
35,admin.,50000,married,secondary,yes,147,yes,cellular,no
29,management,100000,married,tertiary,yes,1258,yes,cellular,no
32,blue-collar,20000,single,secondary,yes,1139,yes,cellular,no
43,services,70000,single,secondary,yes,620,no,cellular,no
53,blue-collar,20000,single,primary,yes,354,yes,cellular,no
33,management,100000,single,tertiary,no,1590,no,cellular,no
38,admin.,50000,single,secondary,yes,2329,yes,cellular,no
37,unemployed,8000,married,secondary,yes,1152,no,cellular,no
46,retired,55000,married,primary,yes,270,yes,cellular,no
40,self-employed,60000,divorced,secondary,yes,172,no,cellular,no
51,management,100000,married,secondary,yes,873,no,cellular,no
47,blue-collar,20000,married,primary,yes,475,yes,cellular,no
30,admin.,50000,single,secondary,yes,1018,yes,cellular,no
33,management,100000,single,tertiary,no,-144,no,cellular,no
57,admin.,50000,married,unknown,no,596,no,cellular,no
28,technician,60000,single,tertiary,no,959,yes,cellular,no
38,blue-collar,20000,married,primary,yes,406,yes,cellular,no
45,blue-collar,20000,married,primary,yes,300,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,229,no,cellular,no
28,management,100000,single,tertiary,no,278,no,cellular,no
34,management,100000,married,tertiary,yes,349,yes,cellular,no
55,services,70000,divorced,primary,yes,2923,yes,cellular,no
59,management,100000,single,secondary,yes,671,yes,cellular,no
53,services,70000,married,secondary,yes,367,yes,cellular,no
52,technician,60000,married,secondary,yes,1,no,cellular,no
39,technician,60000,married,tertiary,yes,1889,no,cellular,no
35,management,100000,married,tertiary,yes,1100,no,cellular,no
39,entrepreneur,120000,divorced,tertiary,no,208,yes,cellular,no
52,unknown,0,married,tertiary,yes,1618,no,cellular,no
33,technician,60000,divorced,unknown,no,1279,yes,cellular,no
60,retired,55000,divorced,unknown,no,-49,yes,cellular,no
27,admin.,50000,single,tertiary,no,954,no,cellular,no
29,admin.,50000,single,secondary,yes,914,yes,cellular,no
45,blue-collar,20000,divorced,secondary,yes,1269,yes,cellular,no
32,technician,60000,single,tertiary,no,569,no,cellular,no
38,blue-collar,20000,married,secondary,yes,2978,yes,cellular,no
32,entrepreneur,120000,married,secondary,yes,604,no,cellular,no
53,retired,55000,divorced,secondary,yes,246,yes,cellular,no
58,unemployed,8000,divorced,primary,yes,414,no,cellular,no
38,management,100000,single,tertiary,no,16957,yes,telephone,no
28,technician,60000,married,secondary,yes,232,yes,cellular,no
39,entrepreneur,120000,single,tertiary,no,1837,no,cellular,no
34,services,70000,single,secondary,yes,3080,no,cellular,no
40,blue-collar,20000,divorced,primary,yes,4168,yes,cellular,no
26,blue-collar,20000,single,primary,yes,155,yes,cellular,no
53,admin.,50000,single,secondary,yes,393,no,cellular,no
43,admin.,50000,single,unknown,no,474,no,cellular,no
53,housemaid,16000,married,primary,yes,945,no,cellular,yes
38,management,100000,married,tertiary,yes,1354,yes,cellular,no
26,admin.,50000,single,secondary,yes,94,no,cellular,no
32,admin.,50000,married,secondary,yes,342,no,cellular,no
55,blue-collar,20000,divorced,secondary,yes,-284,no,cellular,no
59,unemployed,8000,single,unknown,no,541,no,cellular,no
44,unemployed,8000,married,primary,yes,1,no,cellular,no
49,management,100000,married,tertiary,yes,87,no,cellular,no
47,admin.,50000,single,tertiary,no,0,no,cellular,no
27,admin.,50000,single,secondary,yes,671,yes,cellular,no
27,technician,60000,married,secondary,yes,2735,yes,cellular,no
33,entrepreneur,120000,single,tertiary,no,484,yes,cellular,no
34,self-employed,60000,single,tertiary,no,892,yes,telephone,no
31,services,70000,single,secondary,yes,211,no,cellular,no
31,blue-collar,20000,married,secondary,yes,326,no,cellular,no
27,technician,60000,single,tertiary,no,667,no,cellular,no
27,self-employed,60000,single,tertiary,no,1000,no,cellular,no
46,blue-collar,20000,married,secondary,yes,-3,yes,cellular,no
31,technician,60000,married,tertiary,yes,81,yes,cellular,no
36,self-employed,60000,single,tertiary,no,4634,no,cellular,no
31,blue-collar,20000,divorced,secondary,yes,6,yes,cellular,no
30,admin.,50000,single,secondary,yes,1009,yes,cellular,no
28,admin.,50000,single,secondary,yes,1823,no,cellular,no
31,services,70000,single,secondary,yes,1015,no,cellular,no
38,unemployed,8000,single,tertiary,no,560,no,cellular,no
57,unemployed,8000,married,unknown,no,381,no,cellular,no
29,management,100000,married,tertiary,yes,314,yes,cellular,no
26,self-employed,60000,single,tertiary,no,-101,no,cellular,no
26,services,70000,single,secondary,yes,397,no,cellular,no
28,technician,60000,single,secondary,yes,250,no,cellular,no
51,housemaid,16000,single,primary,yes,723,no,cellular,no
28,blue-collar,20000,single,secondary,yes,1955,no,cellular,no
36,technician,60000,married,secondary,yes,659,yes,cellular,no
26,student,4000,single,unknown,no,826,no,cellular,no
60,technician,60000,divorced,secondary,yes,615,yes,cellular,no
33,technician,60000,single,secondary,yes,145,yes,cellular,no
31,self-employed,60000,married,tertiary,yes,229,no,cellular,no
45,technician,60000,married,secondary,yes,398,yes,cellular,no
27,unemployed,8000,single,primary,yes,1459,yes,telephone,no
56,management,100000,single,tertiary,no,6507,yes,cellular,no
32,blue-collar,20000,divorced,secondary,yes,98,yes,cellular,no
28,management,100000,single,tertiary,no,882,no,cellular,no
40,technician,60000,married,secondary,yes,56,yes,cellular,no
26,student,4000,single,secondary,yes,1346,no,cellular,no
29,entrepreneur,120000,single,tertiary,no,430,no,cellular,no
30,entrepreneur,120000,divorced,tertiary,no,1192,no,cellular,no
26,blue-collar,20000,single,secondary,yes,2613,no,cellular,no
33,services,70000,single,tertiary,no,-452,no,cellular,no
42,blue-collar,20000,married,secondary,yes,227,yes,cellular,no
27,services,70000,married,secondary,yes,834,no,cellular,no
58,blue-collar,20000,married,secondary,yes,1298,yes,cellular,no
28,technician,60000,single,secondary,yes,527,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,-61,no,cellular,no
51,housemaid,16000,married,secondary,yes,1270,no,cellular,no
31,entrepreneur,120000,single,tertiary,no,137,no,cellular,no
26,technician,60000,single,secondary,yes,252,no,cellular,no
41,management,100000,married,tertiary,yes,-29,no,cellular,no
52,blue-collar,20000,married,secondary,yes,408,no,cellular,no
30,services,70000,single,secondary,yes,1923,no,cellular,no
32,management,100000,married,tertiary,yes,2213,no,cellular,no
49,management,100000,single,tertiary,no,145,yes,cellular,no
47,management,100000,married,tertiary,yes,-337,no,cellular,yes
27,technician,60000,single,secondary,yes,261,yes,cellular,no
46,services,70000,married,secondary,yes,2202,yes,cellular,no
28,technician,60000,single,tertiary,no,-214,yes,cellular,no
26,technician,60000,single,tertiary,no,1274,no,telephone,no
57,management,100000,divorced,tertiary,no,-676,yes,cellular,no
43,management,100000,divorced,tertiary,no,3578,no,cellular,no
40,management,100000,single,tertiary,no,732,no,cellular,no
32,technician,60000,single,unknown,no,317,yes,cellular,no
38,technician,60000,divorced,secondary,yes,531,no,cellular,no
30,services,70000,single,secondary,yes,9,no,cellular,no
45,self-employed,60000,married,tertiary,yes,125,no,cellular,no
27,technician,60000,single,tertiary,no,-152,yes,cellular,no
44,entrepreneur,120000,divorced,secondary,yes,-600,yes,cellular,no
27,technician,60000,single,secondary,yes,18,no,cellular,no
42,unemployed,8000,single,primary,yes,5717,no,cellular,no
26,technician,60000,single,tertiary,no,1996,no,cellular,no
27,management,100000,single,tertiary,no,170,no,cellular,no
29,technician,60000,single,tertiary,no,370,yes,cellular,no
31,blue-collar,20000,single,tertiary,no,403,no,cellular,no
31,management,100000,married,secondary,yes,0,no,cellular,no
29,management,100000,married,tertiary,yes,266,yes,cellular,no
55,technician,60000,married,unknown,no,574,yes,cellular,no
56,entrepreneur,120000,divorced,primary,yes,29,no,cellular,no
30,services,70000,single,secondary,yes,334,no,cellular,no
43,management,100000,divorced,tertiary,no,99,no,cellular,no
27,student,4000,single,unknown,no,6424,no,cellular,no
28,management,100000,single,tertiary,no,203,no,cellular,no
44,management,100000,married,secondary,yes,488,no,cellular,no
30,management,100000,married,tertiary,yes,24,yes,cellular,no
34,blue-collar,20000,married,secondary,yes,-211,yes,cellular,no
33,blue-collar,20000,married,primary,yes,902,yes,cellular,no
